X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.3407381,47.6087063,353,9a3432dc-c571-4c6c-9c01-ae6326a3042a,Pike's Pit Bar-B-Que,"1505 Pike Place Market, Seattle, WA 98101",(206) 538-0779,https://www.pikespit.com/,"takeout,curbside,third_party_delivery_service",​Call (206) 538-0779. They'll process the order and run it out to your car. Open Tuesday - Sunday 11 a.m. - 5 p.m.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3402691,47.60862214,354,4aa696fa-5e21-41b0-a9a1-45774a63c5fd,Seattle Bagel Bakery,"Pike Place Counter 93 Pike St #4 Seattle, WA 98101",,http://seattlebagel.com/,takeout,​Order to go from the counter. Open Thursday - Monday 8 a.m. - 2 p.m.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3426429,47.61004649,355,6064e404-82d0-4211-aa5b-cd3a18df9594,The Original Starbucks,"1912 Pike Place, Seattle, USA",,https://stories.starbucks.com/stories/2015/store-tour-inside-1912-pike-place-seattle-usa/,takeout,​Stop by the shop. Open daily,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3424945,47.610648,356,2e2865b1-8f22-41ee-8d3c-47da38dd56ee,Taproom at Pike Place,"1925 1st Ave #16 Seattle, WA 98101 USA",(206) 829-4800,https://taproomatpikeplace.com/,takeout,​Call (206) 829-4800 or stop by the restaurant. Open daily noon - 5 p.m. Credit cards only!,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3408475,47.60904497,357,e48f517b-bc1a-400f-8178-cae61d41808c,Three Girls Bakery,"1514 Pike Pl Stall #1, Seattle, Washington 98101, United States",(206) 622-1045,https://threegirlsbakery.com/,takeout,​Call (206) 622-1045 or stop by the store. Open daily 6 a.m. - 6 p.m.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3409469,47.60880893,358,030b7ea8-d219-4f6c-ba63-07d63c19c8f4,Uli's Famous Sausage,"1511 PIKE PL SEATTLE, WA 98101",(206) 838-1712,https://ulisfamoussausage.com/,"takeout,delivery",Call (206) 838-1712 or stop by the store. Open Monday - Saturday 9:30 a.m. - 4:30 p.m. To-go orders start at 10:30 a.m.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.376367,47.53543577,359,a777608d-a29d-4408-b1d0-5eaf6c1586f8,Best of Hands Barrelhouse ,7500 35th Ave SW Seattle WA 98126,,https://www.bestofhandsbarrelhouse.com/home,takeout,"We will be open for to-go only hours:
Sun - 12-5PM",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2944755,47.72013093,360,eb638e01-c319-48ec-856c-621c74346d88,Pho An Vietnamese Restaurant,"12526 Lake City Way NE, Seattle, WA 98125",(206)362-3439,https://phoanlakecity.hrpos.heartland.us/,"takeout,third_party_delivery_service","We are currently closed for dine in service. 
We are open for take-out orders.
Call us for ordering or visit our website.
Phone number: 2063623439.",2020/03/27 01:38:15.543+00,2020/05/11 16:52:55.179+00
-122.2959139,47.71733548,361,08ef8cfd-9925-434a-80d4-6ccea82fc365,Gyro on lake city ,"12340 Lake City Way NE, Seattle, WA 98125",(206)417-0671,,"takeout,third_party_delivery_service","Open Monday thru Saturday from 11AM -9PM
Sunday 12PM-7PM",2020/03/27 01:38:15.543+00,2020/04/30 15:05:12.173+00
-122.3274412,47.59799754,362,2c27e291-f929-4621-9037-93d650731c94,Dough Zone - Seattle ,504 5TH AVE S STE 109  SEATTLE WA 98104,(206)285-9999,https://www.doughzonedumplinghouse.com/restaurant-locator,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/04/30 14:51:17.892+00
-122.2947843,47.71962964,363,2f871d59-eeda-4b88-b530-fb074ca7b54f,2C Thai Bistro & Spirits,"12506 Lake City Way NE Seattle, WA, 98125",(206) 739-5909,http://www.2cthai.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2946563,47.71985537,364,2a49fefe-83af-411c-a005-ecb6a3e04038,Beyond the Bowl,"12518 Lake City Way NE Seattle, WA 98125",(206) 257-4489,https://www.beyondthebowl.net/,"takeout,third_party_delivery_service","Hours open:
Mon: 5pm - 9pm
Tues - Sun: 11:30am - 9pm",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2955743,47.71834381,365,1e94eae8-e3c6-435e-8bbc-4e6c3dab7f3d,Jose's Taquieria ,"12334 Lake City Way NE, Seattle, WA 98125",206-841-6104,https://www.josestaqueria.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2954577,47.7185475,369,6cc473be-385c-46b4-8b54-2d3fbf8bf499,Lake City Gyros,"12340 Lake City Way NE, Seattle, WA 98125",(206) 417-0671,,takeout,,2020/03/27 16:21:05.400+00,2020/03/27 16:21:05.400+00
-122.2925395,47.72907389,370,f1842f86-4792-431c-8d6f-f176ae2025c9,Manoushe Express,13721 Lake City Way Ne Seattle WA 98125,206-367-0895,https://www.manousheexpress.com/,"takeout,third_party_delivery_service",,2020/03/27 16:23:47.511+00,2020/03/27 16:23:47.511+00
-122.296032,47.718684,372,1b29aa08-501d-497b-8d51-9e2cd0e7b7bb,Thai One On,"12343 Lake City Way NE, Seattle, WA 98125",(206) 362-6999,https://www.thaioneonseattle.com/,"takeout,delivery",,2020/03/27 16:29:53.793+00,2020/03/27 16:29:53.793+00
-122.2943211,47.72039456,373,c5fcd65e-df6b-4984-8b9e-c1e21a74ec5d,Mount & Bao,"12534 Lake City Way NE, Seattle, WA 98125",(206) 687-7997,,"takeout,third_party_delivery_service",,2020/03/27 16:32:38.590+00,2020/05/11 16:50:11.179+00
-122.332797,47.70870048,374,7d41ca6d-e659-4ef9-81d3-8fda4240476f,Saffron Grill Restaurant,"2132 N. Northgate Way, Seattle, WA 98133",206-417-0707,http://www.saffrongrillseattle.com,"takeout,curbside,delivery,third_party_delivery_service","Indian, Mediterranean and American food.  Meat, chicken, fish and vegetarian entrees available!  Mon - Sat 11 am to 10 pm, Sun 11 am to 9 pm",2020/03/27 19:55:35.815+00,2020/03/27 19:55:35.815+00
-122.3348568,47.58559802,375,047d0960-641a-4fdd-8f92-3666beaeaea2,Blazing Bagels - Sodo,"1911 1st Ave S. Seattle, WA 98134",206-682-1144,https://www.blazingbagels.com,takeout,"store hours:
m-f 6am-3pm
sat-sun 7am-3pm",2020/03/27 20:22:01.166+00,2020/03/27 20:22:01.166+00
-122.3280955,47.58846363,376,98e5b6f4-e275-403b-8f83-6f913b07915a,Brownrigg Hard Cider,"426 S Massachusetts St Unit #B Seattle, WA 98134",206-790-3847,http://www.brownrigghardcider.com,takeout,"Saturday and Sunday 2pm-6pm
Open for to-go growler fills $15
We can't refill your growler (sorry)
New 64oz growler glass now $4
",2020/03/27 20:31:10.527+00,2020/03/27 20:31:10.527+00
-122.3335395,47.587203,377,21927c2f-4317-496b-82f3-054e314a4c2f,Efeste Wines,"1730 1st Ave S Seattle, WA 98134",425-398-7200,https://www.efeste.com,"takeout,curbside,delivery","Call or email info@efeste.com to order
Order Paired To Go meals on our website",2020/03/27 20:47:04.140+00,2020/03/27 20:47:04.140+00
-122.3284725,47.5794,378,60178f94-a876-4835-8292-4fedf0396f8d,Esquin Wine & Spirits,"2700 4th Ave S Seattle, WA 98134",206-682-7374,https://madwine.com,"curbside,delivery,third_party_delivery_service","Place your order on madwine.com or call us at 206-682-7374
",2020/03/27 20:51:55.220+00,2020/03/27 20:51:55.220+00
-122.327946,47.576259,379,629ec835-9907-40e2-89d9-b0756fffdd99,Fall Line Winery,"2960 4th Ave S Ste 109/110 Seattle, WA 98134",206-406-4249,https://falllinewinery.com,delivery,"Call to order delivery in Greater Seattle Area, see website for currently available wines",2020/03/27 21:01:33.738+00,2020/03/27 21:01:33.738+00
-122.3339111,47.57637532,380,dd5dec56-fa71-4394-8225-4478aa9239dd,Ghostfish Brewing Company,"2942 1st Ave S Seattle, WA 98134",206-397-3898,https://ghostfish-brewing-order-to-go.square.site,"takeout,third_party_delivery_service","Open 11am-7pm daily
Carry out beer in 12oz, 16oz, and 22oz bottles
Online no-contact food takeout available ",2020/03/27 21:09:10.725+00,2020/03/27 21:09:10.725+00
-122.3347752,47.5677284,381,02b2fc65-1bee-4624-886a-53401c6b4f5d,Kerloo Cellars,"3911 1st Ave S Seattle, WA 98134",206-349-0641,https://kerloocellars.com,"curbside,delivery","Pick-up curbside Saturday and Sunday 12pm-6pm
Free local delivery for purchases of 6 bottles or more",2020/03/27 21:16:21.415+00,2020/03/27 21:16:21.415+00
-122.3209485,47.585313,382,ae30aa2e-1c78-4f6f-891d-864c45595aca,Mr. B's Meadery,"2000 Airport Way S Seattle, WA 98134",206-355-4067,http://Mrbsmeadery.business.site,"curbside,delivery","Call or text 206-355-4067 for delivery and take-out details

Or email mrbsmead@gmail.com",2020/03/27 21:23:40.338+00,2020/03/27 21:23:40.338+00
-122.3357513,47.56776122,383,d87143ad-dd96-4fef-8c9c-1f3c517dfe9f,San Juan Seltzery,"3901 1st Ave S Seattle, WA 98134",206-432-9734,https://www.ethanstowellrestaurants.com/locations/seltzery/,"takeout,third_party_delivery_service","Thurs-Sun 11am-7pm
Order ahead and pick-up via website",2020/03/27 21:40:18.826+00,2020/03/27 21:40:18.826+00
-122.3175128,47.66906858,384,57605533-cbc6-4dd7-8f8e-8358888faebd,Taste of India,"5517 Roosevelt  Way NE, Seattle, WA 98105",206-528-1575,http://www.tasteofindiaseattle.com,"takeout,curbside,delivery,third_party_delivery_service","Serving Indian and Mediterranean food.  Beef, chicken, fish and vegetarian options available.  Open 11 am to 10 pm Mon-Sat, 11 am to 9 pm Sunday.",2020/03/27 22:02:14.801+00,2020/03/27 22:02:14.801+00
-122.3179768,47.55049634,385,1b2a73d5-3e31-410b-8971-d0d8096c54fc,Machine House Brewery,"5840 Airport Way S #121, Seattle, WA 98108",206-402-6025,https://www.machinehousebrewery.com/,takeout,"Open 2pm-7pm daily for takeaway beer in bottles, growlers and kegs plus merch and gift cards.",2020/03/27 23:39:31.342+00,2020/03/27 23:39:31.342+00
-122.3208224,47.55297147,386,9dcc9729-2890-4252-8dc2-10518eef8077,"Stellar Pizza, Ale, and Cocktails","5513 Airport Way Blvd S Seattle, WA 98108",(206) 763-1660,http://www.stellarpizza.com/index.html,"takeout,delivery,third_party_delivery_service","Takeout or delivery via GrubHub or UberEats
12pm - 8pm",2020/03/27 23:42:47.312+00,2020/03/27 23:42:47.312+00
-122.3166697,47.54885543,387,fd79eaf2-4eda-47fa-8bdc-63d00d46c830,Smarty Pants,"6017 Airport Way S. Seattle, WA 98108",(206) 762-4777,https://www.smartypantsseattle.com/,takeout,"UPDATE 3/23 - WE WILL BE OPEN FOR TAKEOUT
MONDAY - FRIDAY  11AM TO 3PM",2020/03/27 23:50:04.767+00,2020/03/27 23:50:04.767+00
-122.320179,47.548809,388,4e561324-a7e1-4e6a-8c53-930b54ea893e,Jellyfish Brewing Company,"917 South Nebraska Street. Seattle, Washington 98108",206.397.4999,http://jellyfishbrewing.com/,takeout,"To-go growler fills, mason jar fills and kegs
Daily 11:30-6pm",2020/03/27 23:54:06.189+00,2020/03/27 23:54:06.189+00
-122.3212455,47.553219,389,6a66d8a2-d404-4a7f-86d9-e4f113898a02,Georgetown Liquor Company,"5501 Airport Way S, Ste B Seattle, Washington",(206) 763-6764,http://georgetownliquorco.com/,"takeout,delivery",Offering a takeout and delivery menu which will be available 12pm to 8pm seven days a week. ,2020/03/28 00:00:21.582+00,2020/03/28 00:00:21.582+00
-122.3176569,47.54984525,390,b3145841-57f4-4deb-857f-05e34004fc05,Full Throttle Bottles,"5909 AIRPORT WAY S SEATTLE, WA 98108",206-763-2079,https://www.fullthrottlebottles.com/,takeout,"Reduced schedule and enhanced safety measures. We’ll be open Tuesday - Saturday from noon - 7 pm. 
",2020/03/28 00:34:32.903+00,2020/04/22 17:30:49.489+00
-122.316958,47.54625644,391,10747b3e-79bc-4527-82b4-fe1639e92a45,Charles Smith Wines Jet City,"1136 S Albro Pl, Seattle, WA 98108",206-745-7456,https://winesofsubstance.com/,takeout,"10am-6pm, 7 days per week Bottles + Cases to go are available.",2020/03/28 00:58:26.660+00,2020/03/28 00:58:26.660+00
-122.3278594,47.54579993,392,02fb919d-9062-43d6-81e1-c2062551b649,Counterbalance Brewing Company,"503 South Michigan Street, Suite B Seattle, WA 98108",(206) 453-3615,http://counterbalancebeer.com/,"takeout,curbside,delivery","Offering canned beer to go and growler fills. curbside pickup with prepayment. Call or email to order.
Monday-Saturday Noon-6pm",2020/03/28 01:03:29.535+00,2020/03/28 01:03:29.535+00
-122.362812,47.67601351,393,9095330f-83a4-45c6-8eb3-465bf901a288,Raiz,"500 NW 65th Street, Seattle Wa, 98117",206-402-3281,https://www.raizseattle.com,"takeout,curbside,delivery","Mon-Sun 
10am-3pm
Mon-Sun
5pm-8:30pm",2020/03/28 16:00:19.673+00,2020/03/28 16:00:19.673+00
-122.3178028,47.59901243,394,44aa268a-e50d-48c0-8677-2e4fde21097a,Chu Minh Tofu,"1043 S Jackson St, Seattle, WA 98104",(206) 288-5449,https://chuminhtofu.com,"takeout,third_party_delivery_service",,2020/03/28 19:32:42.789+00,2020/03/28 19:32:42.789+00
-122.3160525,47.599695,395,96793b25-075f-407f-887c-a332744f20f6,Dang Dang Restaurant,"1221 S Main St, Seattle, WA 98144",(206) 328-3264,,takeout,,2020/03/28 19:34:34.978+00,2020/03/28 19:34:34.978+00
-122.3174208,47.5998038,396,ca688ac4-3c27-465c-8848-4edc03281d4e,Dong Thap Noodles,"303 12th Ave S, Seattle, WA 98144",(206) 325-1122,,"takeout,third_party_delivery_service",,2020/03/28 19:36:51.619+00,2020/03/28 19:36:51.619+00
-122.3168056,47.59908448,397,d8e9791b-d43e-4b90-86c3-b79408dfa834,HardWok Cafe,"1207 S Jackson St, Seattle, WA 98144",(206) 568-1688,https://www.hardwokcafeseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 19:38:50.745+00,2020/03/28 19:38:50.745+00
-122.3162204,47.59904173,398,38ee7b91-9eab-49ea-8247-2ce8d604b335,Hue Ky Mi Ga,"1207 S Jackson St #101, Seattle, WA 98144",(206) 568-1268,,"takeout,third_party_delivery_service",Business hours 10am -8:30pm,2020/03/28 19:43:58.184+00,2020/03/28 19:43:58.184+00
-122.292243,47.59046201,400,38ca3f57-e65d-47aa-8ec1-28e0ce5b9b0d,Heyday Burgers & Bar,1372 31st Ave S,206.829.9816,http://www.heydayseattle.com/,"takeout,curbside","New: See our website to order online for takeout or curbside pickup! 

Our hours are Tuesday - Sunday 4-8PM.",2020/03/28 19:48:39.388+00,2020/05/07 21:16:56.685+00
-122.3163281,47.59822174,401,bdecff19-7095-43c6-8046-af7ac6d2258c,Lam's Seafood,"1221 S King St, Seattle, WA 98144",(206) 720-0969,https://www.lamsseafood.com/,takeout,,2020/03/28 19:48:52.825+00,2020/03/28 19:48:52.825+00
-122.3158552,47.59938767,402,3e6cd905-7fee-4e14-86fd-dcadcab67c07,Loving Hut,"1226 S Jackson St, Seattle, WA 98144",(206) 299-2219,https://www.lovinghutseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 19:51:37.466+00,2020/03/28 19:51:37.466+00
-122.3168175,47.600415,403,dde2decd-2bf3-4207-8b57-dc5aed66f21c,Mi La Cay,"212 12th Ave S, Seattle, WA 98144",(206) 322-6840,https://www.seattlemilacay.com/,"takeout,third_party_delivery_service",We open for take out and delivery from 9 am - 6 pm daily until government remove lock down. ,2020/03/28 19:54:06.077+00,2020/03/28 19:54:06.077+00
-122.3153865,47.599497,404,626ff97d-f65a-40e5-8374-400edda79b71,Pho Bac Súp Shop,"1240 S Jackson St, Seattle, WA 98144",(206) 568-0882,https://www.thephobac.com/,"takeout,delivery","Order delivery at: https://phobac.smartonlineorder.com/
Hours: 10am – 9pm",2020/03/28 19:56:15.265+00,2020/03/28 19:56:15.265+00
-122.316652,47.59890362,405,537a1db7-9668-43b8-8da2-31d1775b3599,Phở Số 1,"1207 S Jackson St, Seattle, WA 98144",(206) 860-2824,,takeout,,2020/03/28 19:58:52.422+00,2020/03/28 19:58:52.422+00
-122.3200035,47.598912,406,eb09af35-bab8-45a1-8b1d-15d52acf2456,Phnom Penh Noodle House,"913 S Jackson St suite A, Seattle, WA 98104",(206) 748-9825,https://phnompenh.hrpos.heartland.us/,"takeout,third_party_delivery_service","Daily 11am-8pm
Order online until 7pm or call 206-427-0113 We will call when your order is ready 
For delivery, order through DoorDash or Postmates.",2020/03/28 20:00:34.188+00,2020/04/18 21:24:51.755+00
-122.3155831,47.59904781,407,1d678eec-fde3-413d-8572-15cb2bab5fa6,Saigon Deli,"1237 S Jackson St  Seattle, WA 98144",(206) 322-3700,,takeout,,2020/03/28 20:02:53.064+00,2020/03/28 20:02:53.064+00
-122.3167455,47.599605,408,e3663988-1dcb-4143-8ef9-e680383ac736,Saigon Vietnam Deli,"1200 S Jackson St # 7, Seattle, WA 98144",(206) 328-2357,http://www.saigonvndeli.com/,takeout,,2020/03/28 20:04:28.079+00,2020/05/11 16:50:15.493+00
-122.377066,47.6638405,409,b69e638b-1bc8-4087-8a43-ff6e8c3ca71b,Peddler Brewing Co,"1514 NW Leary Way, Seattle, WA 98107",360-362-0002,https://peddler-brewing-company.square.site/,"takeout,curbside","32oz & 64oz growlers, cans, and merchandise available during our Growler Hours: Wed-Sun 12pm-7pm.  You can pre-order for curbside pick-up.",2020/03/28 20:04:54.095+00,2020/03/28 20:04:54.095+00
-122.3168251,47.59896281,410,52da1599-8a3b-4c37-856c-15bb18967d2f,Seven Stars Pepper,"1207 S Jackson St #211, Seattle, WA 98144",(206) 568-6446,https://www.sevenstarspepper.com/,"takeout,third_party_delivery_service",,2020/03/28 20:06:12.533+00,2020/03/28 20:06:12.533+00
-122.3188089,47.59899871,411,8c6555c1-ed97-4e58-8a3e-3317d6d73da2,Song Phang Kong,"1017 S Jackson St, Seattle, WA 98104",(206) 323-1782,https://songphangkongseattle.com/,"takeout,third_party_delivery_service",,2020/03/28 20:08:43.174+00,2020/03/28 20:08:43.174+00
-122.3160525,47.599695,412,022e7cfe-e671-4579-8336-dd2e2082e76b,Spring House Deli,"1221 S Main St #104, Seattle, WA 98144",(206) 726-1628,,takeout,,2020/03/28 20:09:50.815+00,2020/03/28 20:09:50.815+00
-122.3178416,47.59981984,413,808bae4c-89b8-43e6-81d2-70697832ae1e,Tamarind Tree,"1036 S Jackson St, Seattle, WA 98104",(206) 860-1404,https://tamarindtreerestaurant.com/,"takeout,curbside","Open 11am–9pm daily
*Limited time only: When YOU pick-up the order we will include a complimentary scoop of homemade ice cream.",2020/03/28 20:11:04.878+00,2020/03/28 20:11:04.878+00
-122.3150874,47.59861479,414,df2a6963-c3a6-4668-88f7-0e084c570b2e,Thanh Son Tofu,"1248 S King St, Seattle, WA 98144",(206) 320-1316,,"takeout,third_party_delivery_service",,2020/03/28 20:12:31.909+00,2020/03/28 20:12:31.909+00
-122.3174932,47.59940631,415,a4e3539d-4c28-4ad1-8738-507f08b6d727,Thanh Vi - ID,"1046 S Jackson St Seattle, WA 98104",(206)-329-0208,https://thanhviseattle.com/,takeout,,2020/03/28 20:14:42.223+00,2020/03/28 20:14:42.223+00
-122.2696666,47.5203982,416,817533c6-d611-4c8d-8114-ea4ca2a94e0b,King Donuts,"9232 Rainier Ave S, Seattle, WA 98118",(206) 721-3103,,takeout,,2020/03/28 20:16:25.536+00,2020/03/28 20:16:25.536+00
-122.3267995,47.59992113,417,870bef8d-a60e-4d26-8f87-47dd52d76e76,Tsukushinbo,"515 S Main St, Seattle, WA, 98104, USA",(206) 467-4004,http://tsukushinbo.juisyfood.com/,takeout,,2020/03/28 20:18:16.693+00,2020/03/28 20:18:16.693+00
-122.277321,47.55088429,419,8a9740b5-262e-4a83-821c-197d2d248032,Amy's Merkato Ethiopian & Eritrean Restaurant and Deli,"5710 Rainier Ave S, Seattle, WA 98118",(206) 324-2527,http://amysmerkato.com/menu/,"takeout,third_party_delivery_service","Tues-Sat, 7am-9pm; Sun, 7am-6pm",2020/03/28 20:21:43.412+00,2020/03/28 20:21:43.412+00
-122.3866878,47.66855272,420,d25101f6-a379-4fea-88a6-f0532024ffb7,Pestle Rock,"2305 NW Market St, Seattle, WA, 98107, USA",(206) 466-6671,https://pestlerock.com/,takeout,,2020/03/28 20:26:55.601+00,2020/03/28 20:26:55.601+00
-122.3868712,47.66854893,421,9d03c846-ce03-4304-82c1-29ac41dba018,Sen Noodle Bar,"2307 NW Market St, Seattle, WA 98107",(206) 735-7668,https://www.sennoodlebar.com/,"takeout,third_party_delivery_service",,2020/03/28 20:28:32.507+00,2020/03/28 20:28:32.507+00
-122.3133387,47.61445207,422,ad2a9224-6abc-48a3-8ad1-461a3a4e4734,Pho Huy,"1420 E Madison St #2 Seattle, WA 98122",(206) 420-8801,,"takeout,third_party_delivery_service",,2020/03/28 20:31:21.243+00,2020/03/28 20:31:21.243+00
-122.3014954,47.62005325,423,db8fe4cd-1854-47bb-8f43-9259a5017ca4,Two Doors Down Beer & Burgers,"2332 E Madison St, Seattle, WA 98112",(206) 324-2337,https://twodoorsdown.square.site,"takeout,curbside,third_party_delivery_service","Open daily from 4:30 to 10 pm.   Growler fills (beer & cider), wine by the bottle, veggie and gluten free options.  Curbside pick up.",2020/03/28 20:32:34.353+00,2020/03/28 20:32:34.353+00
-122.3214813,47.61392876,424,312f4b26-8662-4964-8f01-751020368d32,Poke Plus,"811 E Pike St, Seattle, WA 98122",(206) 324-6292,,"takeout,third_party_delivery_service",,2020/03/28 20:42:01.823+00,2020/03/28 20:42:01.823+00
